Review,Annotator_Sakib,Annotator_Sabbir,Annotator_Talha,Sentiment
খারাপ না তবে খুব ভালোওনা আপনাদের পছন্দ হলে নিতে পারেন,SlightlyPositive,SlightlyPositive,SlightlyPositive,
"সব মিলিয়ে আমি খুশি হতে পারলাম না। আমি আশা করি সেলার ভাই আমার প্রোডাক্ট নিয়ে অন্য ভালো একটা প্রোডাক্ট দেওয়ার জন্য অনুরোধ করছি। সেনসর কাজ করে না, প্যাকেজিং এর অবস্থা খুবই খারাপ, এর চেয়েও ভালো মাল কম দামে দারাজে পাওয়া যায়। খুবই বাজে। ১০ এর মধ্যে আমি ২ দেব।পেকিং খুবই বাজে, পাতাগুলোতে বাজ পরে গেছে ।  আমি আশা করেছিলাম বক্স এর বিতর পেকেট করে দিবে কিন্তু একেবারে সাদাসিধা ছিল। লাইটে মোটা মোটি কাজ করে।",StronglyNegative,StronglyNegative,StronglyNegative,
"বাটপার ছবিতে দেখতাছি ১ ফুট হবে ফুল টা আর ডেলিভারিতে পেলাম ছোট একটা ৪ ইঞ্চিও হবে না, আর একদম বাজে কেউ টাকা নস্ট করবেন না এটা নিয়ে",StronglyNegative,StronglyNegative,StronglyNegative,
"আগের বার দুইটা নিছিলাম,ভালো ছিলো,কিন্তু এবার আমি অসুন্তষ্ট ২০০ টাকা নিয়ে ৮০ টাকার জিনিস ধরিয়ে দিলো,ম্যাসেজ করছিলাম সেটারও কনো রিপ্লেই নেই ফাল্তু,",StronglyNegative,StronglyNegative,StronglyNegative,
"মানুষ এভাবে ঠকাইতে পাটে আগে জানতাম না, দারাজ একটা ফালতু সাইট 😡😡😡😡এই ফালতু জিনিস বিক্রি করার কোনো মানি আছে",StronglyNegative,StronglyNegative,StronglyNegative,
"খুবই বাজে এক্সপেরিয়েন্স, ৩ টা অর্ডর করলাম 2 টা একই কালার দিয়ে দিছে তাও প্যাকেট ছাড়া এভাবে কেউ মাল আজ পর্যন্ত দারাজে দেয় নাই, মালগুলো ড্যামেজড হতে হতে বেচে গেছে, যা এস্পেক্ট করেছিলাম তা পাইনি।।।",StronglyNegative,StronglyNegative,StronglyNegative,
"প্যাকেজিং ভলো ছিল। কিন্তু যা আশা করেছিলাম তা নয়। সাইজে অনেক ছোট, ফুল মাত্র একটা এবং লাইট টা ভাল ভাবে কাজ করে না",SlightlyNegative,SlightlyNegative,SlightlyNegative,
২টা লাইট নিয়েছি।  কিন্তু একটার ও সেন্সর কাজ করে না। লাইট ঠিকঠাকই জ্বলে।,StronglyNegative,StronglyNegative,StronglyNegative,
ভাই একটা নষ্ট প্রডাক্ট কেন ধরিয়ে দিলেন।প্যাকেট করার আগে অবশ্যই আপনার চেক করা উচিত ছিলো।এটা খুবই দুঃখজনক।যাই হোক আমি কাল ওটা রিটার্ন করবো।,StronglyPositive,StronglyNegative,StronglyNegative,
লাইটটা ভালো।,Positive,Positive,Positive,
দেখতে ভালোই but আলো কম,SlightlyPositive,SlightlyPositive,SlightlyPositive,
ভালই ছিল তবে একটু ছবির চেয়ে ছোট,SlightlyPositive,SlightlyNegative,SlightlyNegative,
"খারাপ না, দাম অনুযায়ী ভালোই আছে!",SlightlyPositive,SlightlyPositive,SlightlyPositive,
"যতটা বড় মনে করেছিলাম অতটা না,,,",Neutral,Neutral,Neutral,
আকারে অনেক ছোটো। আর লাইট নাও ছোটো।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
ভালো। তবে যেমনটা আশা করছিলাম তেমন না,SlightlyPositive,SlightlyNegative,SlightlyNegative,
sensor এ চাপ দিয়ে না ধরলে light জলে না,SlightlyNegative,SlightlyNegative,SlightlyNegative,
এটা খুবই ছোট।আমি বড় ভাবছিলাম। যাইহোক ভালো লাগছে,Neutral,Neutral,Neutral,
পেকেজিং ভালো না...... full gullo nosto hoiya gase,Negative,Negative,Negative,
ছবিতে যতটা বড় মনে হয় ততটা না।  অনেক ছোট। প্রোডাক্ট ভাল ছিল।,SlightlyNegative,SlightlyPositive,SlightlyPositive,
"পাকেজিং খুব বাজে ছিল,  আমার লাইটটা ভেংগে গেছে, তবে লাইটটা ভালো।",Negative,Negative,Negative,
কারেন্টে লাগালে খুব গরম হয়ে যাচ্ছে। খুলে রেখেছে যদি বাস্ট করে।,Negative,Negative,Negative,
কোয়ালিটি বেশি ভালো নয়।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
একটি নষ্ট।খুব ভালো কিন্তু একটা লাইটের কালার চেইনজ হয় না। অনেক ধন্যবাদ দারাজকে ও সেলারকে।,Positive,Positive,Positive,
